KOATUU_2020,KATOTTG_2023,category,region_name
4610600000,UA46020030010069501,town,Lvivska
5621288401,UA56060170360032607,village,Rivnenska
2123656200,UA21060070010074038,urban village,Zakarpatska
6121682401,UA61060250030086344,village,Ternopilska
0720810100,UA07080070010026475,town,Volynska
4621285901,UA46020010050066884,village,Lvivska
3222485903,UA32080050030064312,village,Kyivska
1413345902,UA14120110390053960,settlement,Donetska
2120488404,UA21020010070025052,village,Zakarpatska
3210800000,UA32080070010087821,town,Kyivska
5120283903,UA51120010200043805,village,Odeska
4624289205,UA46080090050037570,village,Lvivska
7423884501,UA74040210160027548,village,Chernihivska
4420987201,UA44100010220013808,village,Luhanska
2110800000,UA21120250010053148,town,Zakarpatska
0724280403,UA07060010020025738,village,Volynska
1424280505,UA14120010050096041,village,Donetska
5910300000,UA59100030010033445,town,Sumska
5110200000,UA51120030010033524,town,Odeska
7425383003,UA74080190260087768,village,Chernihivska
2121982001,UA21120010020097759,village,Zakarpatska
5323810100,UA53040090010096696,town,Poltavska
7325084001,UA73060570040078285,village,Chernivetska
7322555702,UA73060390020084173,village,Chernivetska
6522385502,UA65080010060074784,village,Khersonska
4810200000,UA48040070010053688,town,Mykolaivska
7424710100,UA74060070010010511,town,Chernihivska
4622155400,UA46060290020088895,urban village,Lvivska
1412600000,UA14120070010085843,town,Donetska
2622085001,UA26060030050048864,village,Ivano-Frankivska
5320610120,UA53020010460082066,village,Poltavska
4810800000,UA48040250010045068,town,Mykolaivska
6122410100,UA61040150010018110,town,Ternopilska
6321610100,UA63140010010035757,town,Kharkivska
5121283601,UA51020230010079171,village,Odeska
4420955104,UA44100010060047834,village,Luhanska
1412336900,UA14140050010258579,city,Donetska
1211037200,UA12060170010643671,city,Dnipropetrovska
2322787003,UA23100250070043547,village,Zaporizka
7410136600,UA74100390010268220,city,Chernihivska
2624882901,UA26060250020077757,village,Ivano-Frankivska
1411300000,UA14160150010065527,town,Donetska
5625487604,UA56080170340042029,village,Rivnenska
4620310100,UA46040010010077682,town,Lvivska
2323055500,UA23080090010048868,urban village,Zaporizka
1824081801,UA18080190050015294,village,Zhytomyrska
5323685101,UA53040070230021660,village,Poltavska
6822483912,UA68020130120074214,village,Khmelnytska
7121583901,UA71040150060079394,village,Cherkaska
4621810100,UA46040070010068975,town,Lvivska
2324984001,UA23100230210019161,village,Zaporizka
4625110100,UA46080150010090008,town,Lvivska
6520683001,UA65020210060066170,village,Khersonska
6825855100,UA68040530010073509,urban village,Khmelnytska
0520483203,UA05040010170065025,village,Vinnytska
3222457401,UA32140170020022817,village,Kyivska
1421584001,UA14040110090011390,village,Donetska
3223110500,UA32120150010043175,town,Kyivska
5625481601,UA56080030050074863,village,Rivnenska
5922989101,UA59080111100075435,village,Sumska
6121210100,UA61060070010075450,town,Ternopilska
0520284403,UA05060070150079582,village,Vinnytska
4620980801,UA46060070040044306,village,Lvivska
1425584301,UA14160190210082037,village,Donetska
5323083801,UA53080270010078790,village,Poltavska
4424010100,UA44100110010094316,town,Luhanska
6320210100,UA63040010010039074,town,Kharkivska
0523183301,UA05020190260064051,village,Vinnytska
4625883901,UA46140110250043266,village,Lvivska
7125485001,UA71080510120062813,village,Cherkaska
4622710100,UA46060130010043364,town,Lvivska
1822385801,UA18060230420080429,village,Zhytomyrska
4623610100,UA46060370010036941,town,Lvivska
7324082001,UA73040010010074562,village,Chernivetska
1823155100,UA18040290010026645,urban village,Zhytomyrska
6322010100,UA63120070010085847,town,Kharkivska
6520610100,UA65020010010095508,town,Khersonska
4422583301,UA44140050110066717,village,Luhanska
7323083603,UA73060350030053048,village,Chernivetska
6310137200,UA63120270010877312,city,Kharkivska
0710700000,UA07020130010041880,town,Volynska
0721480601,UA07040010030038312,village,Volynska
7321087904,UA73060590040083952,village,Chernivetska
4623080401,UA46100150030083982,village,Lvivska
1822087201,UA18040530010026726,village,Zhytomyrska
1213500000,UA12120090010057273,town,Dnipropetrovska
5625055100,UA56080150010051265,urban village,Rivnenska
1221881201,UA12060250060044014,village,Dnipropetrovska
5323681301,UA53040070090077940,village,Poltavska
7323081206,UA73060030090018598,village,Chernivetska
6322055601,UA63120070360081705,settlement,Kharkivska
4823955100,UA48080090010039970,urban village,Mykolaivska
3221987901,UA32060110400060962,village,Kyivska
2611091501,UA26120150020086268,village,Ivano-Frankivska
6825289801,UA68020290450067042,village,Khmelnytska
1223584501,UA12120050010049608,village,Dnipropetrovska
4820380404,UA48080030040029865,village,Mykolaivska
5620485301,UA56060030180024700,village,Rivnenska
4412900000,UA44120110010072887,town,Luhanska
5121482701,UA51060090010098049,village,Odeska
1412337200,UA14140050010350963,city,Donetska
5121282001,UA51020210040014305,village,Odeska
4623983801,UA46120090230040115,village,Lvivska
2125381001,UA21120250020090435,village,Zakarpatska
2620482404,UA26040110050061240,village,Ivano-Frankivska
1212100000,UA12080090010010311,town,Dnipropetrovska
2622081201,UA26060130040089171,village,Ivano-Frankivska
1413870300,UA14160110020099716,town,Donetska
0510900000,UA05120170010081140,town,Vinnytska
2625885501,UA26040330150015102,village,Ivano-Frankivska
0524555700,UA05020250010092635,urban village,Vinnytska
6122683401,UA61040130070056515,village,Ternopilska
6821884705,UA68020150060085657,village,Khmelnytska
0523955400,UA05100030010044215,urban village,Vinnytska
6122482801,UA61020050110036345,village,Ternopilska
4621886701,UA46040070550085828,village,Lvivska
4625886005,UA46140110660058457,village,Lvivska
7325010100,UA73040190010054219,town,Chernivetska
6810700000,UA68060330010023704,town,Khmelnytska
6825055500,UA68040490010048380,urban village,Khmelnytska
5625086802,UA56080190030091056,village,Rivnenska
2624082101,UA26120090050029075,village,Ivano-Frankivska
4423188501,UA44160030310031772,village,Luhanska
3222484501,UA32120170060053763,village,Kyivska
3220489501,UA32020010170030201,village,Kyivska
5920389209,UA59040150040042805,village,Sumska
4810136600,UA48060150010393291,city,Mykolaivska
4622186201,UA46060290150074092,village,Lvivska
2624083201,UA26120070060075719,village,Ivano-Frankivska
2624855800,UA26060210010093770,urban village,Ivano-Frankivska
2310137300,UA23060070010618511,city,Zaporizka
4412500000,UA44120090010096548,town,Luhanska
5622280401,UA56020070030079549,village,Rivnenska
4622410100,UA46140030010062678,town,Lvivska
5122082901,UA51080090070046606,village,Odeska
1210436300,UA12040150010395824,city,Dnipropetrovska
4623910100,UA46120090010078401,town,Lvivska
1222683301,UA12140350040017593,village,Dnipropetrovska
2322187206,UA23060330220059786,village,Zaporizka
5123355303,UA51120070040077387,village,Odeska
6324255100,UA63120170010054489,urban village,Kharkivska
5120410100,UA51060010010032913,town,Odeska
5623480401,UA56060350040097242,village,Rivnenska
4625187201,UA46080170190056534,village,Lvivska
6320285201,UA63040070070094854,village,Kharkivska
1413800000,UA14160230010080205,town,Donetska
6121287801,UA61060190150027021,village,Ternopilska
1421510100,UA14040030010074500,town,Donetska
5625485804,UA56080170300022415,village,Rivnenska
7423388910,UA74040330080013219,village,Chernihivska
0721882003,UA07080210100094765,village,Volynska
6323182701,UA63060030250072475,village,Kharkivska
4625581905,UA46080030330060442,village,Lvivska
5623081801,UA56060310090062984,village,Rivnenska
