eoname,eotypename,eoedrpou,KATOTTG,KOATUU,category,id,years
Новгородківська філія імені заслуженого вчителя України П.Ф. Козуля Ліцею Новгородківської селищної ради Кропивницького району Кіровоградської області,навчально-виховний комплекс,33329158b,UA35040230010012861,3523455100,urban village,новгородквськафлямензаслуженоговчителяукранипфкозулялцеюновгородквська,2023
Новгородківська філія Ліцею Новгородківської селищної ради Кропивницького району Кіровоградської області,навчально-виховний комплекс,33329158b,UA35040230010012861,3523455100,urban village,новгородквськафлялцеюновгородквська,2023
"Комунальний заклад ""Білгород - Дністровський педагогічний фаховий коледж""",заклад фахової передвищої освіти,35657567,UA51040010010048834,5110300000,town,блгородднстровськийпедагогчнийколед,2021
"Вищий навчальний комунальний заклад ""Білгород - Дністровське педагогічне училище""",заклад вищої освіти,35657567,UA51040010010048834,5110300000,town,вищийнавчальнийблгородднстровськепедагогчнеучилищ,2019
"Комунальний заклад ""Білгород-Дністровський педагогічний фаховий коледж""",початкова школа,35657567,UA51040010010048834,5110300000,town,блгородднстровськийпедагогчнийколед,"2024, 2025"
"Вищий навчальний комунальний заклад ""Білгород - Дністровське педагогічне училище""",вищий навчальний заклад I-II рівнів акредитації,35657567,UA51040010010048834,5110300000,town,вищийнавчальнийблгородднстровськепедагогчнеучилищ,2018
"Комунальний заклад ""Білгород - Дністровський педагогічний коледж""",заклад вищої освіти,35657567,UA51040010010048834,5110300000,town,блгородднстровськийпедагогчнийколед,2020
Комунальний заклад «Білгород-Дністровський педагогічний фаховий коледж»,заклад фахової передвищої освіти,35657567,UA51040010010048834,5110300000,town,блгородднстровськийпедагогчнийколед,"2023, 2024, 2025"
"Комунальний заклад ""Білгород-Дністровський педагогічний фаховий коледж""",заклад фахової передвищої освіти,35657567,UA51040010010048834,5110300000,town,блгородднстровськийпедагогчнийколед,2022
"Відокремлений структурний підрозділ ""Донбаський аграрний фаховий коледж Луганського національного аграрного університету""",заклад фахової передвищої освіти,43638845,UA14120210010032554,1414100000,town,донбаськийаграрнийколеджлуганськогонацональногоаграрногоунверситет,"2021, 2022"
Відокремлений структурний підрозділ «Донбаський аграрний фаховий коледж Луганського національного аграрного університету»,заклад фахової передвищої освіти,43638845,UA14120050010016211,1422482701,village,донбаськийаграрнийколеджлуганськогонацональногоаграрногоунверситет,2021
