eoname,eotypename,eoedrpou,KATOTTG,KOATUU,category,id,years
"Державний заклад ""Луганський національний університет імені Тараса Шевченка""",вищий навчальний заклад III-IV рівнів акредитації,02125131,UA53080370010183642,5310136400,city,луганськийнацональнийунверситетментарасашевченк,2025
Прикарпатський національний університет імені Василя Стефаника,вищий навчальний заклад III-IV рівнів акредитації,02125266,UA26040190010045761,2610100000,town,прикарпатськийнацональнийунверситетменвасилястефаник,2025
Загальноосвітня школа-інтернат спортивного профілю ІІ-ІІІ ступенів Олімпійського коледжу імені Івана Піддубного»,середня загальноосвітня школа,02125315,UA80000000000336424,8036400000,city,загальноосвтняшколантернатспортивногопрофлю3ступолмпйськогоколеджуменванапддубног,"2016, 2017, 2018, 2019, 2020, 2021"
Український фізико-математичний ліцей Київського національного університету імені Т.Шевченка,ліцей,02125326,UA80000000000126643,8036100000,city,укранськийфзикоматематичнийлцейкивськогонацональногоунверситетументшевченк,"2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"
"Комунальний заклад фахової передвищої освіти""Новобузький фаховий педагогічний коледж"" Миколаївської обласної ради",заклад фахової передвищої освіти,02125450,UA48020150010063715,4824510100,town,фаховапередвищаосвтиновобузькийпедагогчнийколеджмиколавськаобласно,2021
"Комунальний вищий навчальний заклад ""Новобузький педагогічний коледж""",заклад вищої освіти,02125450,UA48020150010063715,4824510100,town,комунальнийвищийнавчальнийзакладновобузькийпедагогчнийколед,"2019, 2020"
"Комунальний заклад фахової передвищої освіти ""Новобузький фаховий педагогічний коледж"" Миколаївської обласної ради",заклад фахової передвищої освіти,02125450,UA48020150010063715,4824510100,town,фаховапередвищаосвтиновобузькийпедагогчнийколеджмиколавськаобласно,2022
Комунальний заклад фахової передвищої освіти «Новобузький фаховий педагогічний коледж» Миколаївської обласної ради,заклад фахової передвищої освіти,02125450,UA48020150010063715,4824510100,town,фаховапередвищаосвтиновобузькийпедагогчнийколеджмиколавськаобласно,"2023, 2024, 2025"
"Комунальний вищий навчальний заклад ""Новобузький педагогічний коледж""",вищий навчальний заклад I-II рівнів акредитації,02125450,UA48020150010063715,4824510100,town,комунальнийвищийнавчальнийзакладновобузькийпедагогчнийколед,2018
Кременчуцький педагогічний коледж імені А.С.Макаренка,вищий навчальний заклад I-II рівнів акредитації,02125496,UA53020110010112104,5310436100,city,кременчуцькийпедагогчнийколеджменасмакаренк,2018
"Науковий ліцей ""Політ"" при Кременчуцькому педагогічному коледжі імені А.С.Макаренка",науковий ліцей,02125496,UA53020110010112104,5310436100,city,науковийлцейполтприкременчуцькомупедагогчномуколеджменасмакаренк,2022
Кременчуцький педагогічний коледж імені А.С.Макаренка,заклад вищої освіти,02125496,UA53020110010112104,5310436100,city,кременчуцькийпедагогчнийколеджменасмакаренк,"2019, 2020, 2021, 2022"
Полтавська обласна спеціалізована школа-інтернат ІІ-ІІІ ступенів з поглибленим вивченням окремих предметів та курсів при Кременчуцькому педагогічному коледжі імені А.С.Макаренка,спеціалізована школа-інтернат,02125496,UA53020110010112104,5310436100,city,полтавськаобласнаспецалзованашколантернат3ступзпоглибленимвивченямокремихпредметвтакурсвприкременчуцькомупедагогчномуколеджменасмакаренк,"2016, 2017, 2018"
"Обласний коледж ""Кременчуцька гуманітарно-технологічна академія імені А.С. Макаренка"" Полтавської обласної ради",заклад вищої освіти,02125496,UA53020110010112104,5310436100,city,обласнийколеджкременчуцькагумантарнотехнологчнаакадемяменасмакаренкаполтавськаобласно,"2023, 2024"
"Комунальний заклад вищої освіти ""Кременчуцька гуманітарно-технологічна академія"" Полтавської обласної ради",вищий навчальний заклад III-IV рівнів акредитації,02125496,UA53020110010112104,5310436100,city,вищаосвтикременчуцькагумантарнотехнологчнаакадемяполтавськаобласно,2025
Чортківський гуманітарно-педагогічний фаховий коледж ім. Олександра Барвінського,заклад фахової передвищої освіти,02125533,UA61060430010047348,6110300000,town,чортквськийгумантарнопедагогчнийколеджменолександрабарвнськог,2021
Чортківський гуманітарно-педагогічний коледж ім. Олександра Барвінського,заклад вищої освіти,02125533,UA61060430010047348,6110300000,town,чортквськийгумантарнопедагогчнийколеджменолександрабарвнськог,"2019, 2020"
Чортківський гуманітарно-педагогічний фаховий коледж імені Олександра Барвінського,заклад фахової передвищої освіти,02125533,UA61060430010047348,6110300000,town,чортквськийгумантарнопедагогчнийколеджменолександрабарвнськог,"2022, 2023, 2024, 2025"
Чортківський гуманітарно-педагогічний коледж ім. Олександра Барвінського,вищий навчальний заклад I-II рівнів акредитації,02125533,UA61060430010047348,6110300000,town,чортквськийгумантарнопедагогчнийколеджменолександрабарвнськог,2018
Кременецька обласна гуманітарно-педагогічна академія ім. Тараса Шевченка,вищий навчальний заклад III-IV рівнів акредитації,02125556,UA61020070010067494,6110700000,town,кременецькаобласнагумантарнопедагогчнаакадемяментарасашевченк,2025
"КОМУНАЛЬНИЙ ЗАКЛАД ""ХАРКІВСЬКА ГУМАНІТАРНО-ПЕДАГОГІЧНА АКАДЕМІЯ"" ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ",вищий навчальний заклад III-IV рівнів акредитації,02125591,UA63120270010681864,6310138800,city,харквськагумантарнопедагогчнаакадемяхарквськаобласно,2025
Херсонський державний університет,вищий навчальний заклад III-IV рівнів акредитації,02125609,UA26040190010045761,2610100000,town,херсонськийдержавнийунверсите,2025
"Комунальний заклад ""Уманський гуманітарно-педагогічний фаховий коледж імені Т.Г. Шевченка Черкаської обласної ради""",заклад фахової передвищої освіти,02125645,UA71060210010010251,7110800000,town,уманськийгумантарнопедагогчнийколеджментгшевченкачеркаськаобласно,2022
"Комунальний вищий навчальний заклад ""Уманський гуманітарно-педагогічний коледж імені Т.Г.Шевченка""",вищий навчальний заклад I-II рівнів акредитації,02125645,UA71060210010010251,7110800000,town,комунальнийвищийнавчальнийзакладуманськийгумантарнопедагогчнийколеджментгшевченк,2018
"Комунальний вищий навчальний заклад ""Уманський гуманітарно-педагогічний коледж імені Т.Г.Шевченка""",заклад вищої освіти,02125645,UA71060210010010251,7110800000,town,комунальнийвищийнавчальнийзакладуманськийгумантарнопедагогчнийколеджментгшевченк,"2019, 2020"
"Комунальний вищий навчальний заклад ""Уманський гуманітарно-педагогічний коледж імені Т.Г.Шевченка""",заклад фахової передвищої освіти,02125645,UA71060210010010251,7110800000,town,комунальнийвищийнавчальнийзакладуманськийгумантарнопедагогчнийколеджментгшевченк,2021
"Комунальний заклад ""Уманський гуманітарно-педагогічний фаховий коледж ім. Т.Г. Шевченка Черкаської обласної ради""",заклад фахової передвищої освіти,02125645,UA71060210010010251,7110800000,town,уманськийгумантарнопедагогчнийколеджментгшевченкачеркаськаобласно,"2023, 2024, 2025"
"Комунальний навчальний заклад фахової передвищої освіти ""Корсунь-Шевченківський педагогічний фаховий коледж ім. Т.Г.Шевченка Черкаської обласної ради""",заклад фахової передвищої освіти,02125651,UA71080170010098381,7122510100,town,комунальнийнавчальнийзакладфаховапередвищаосвтикорсуньшевченквськийпедагогчнийколеджментгшевченкачеркаськаобласно,"2021, 2022, 2024, 2025"
"Комунальний вищий навчальний заклад ""Корсунь-Шевченківський педагогічний коледж ім. Т.Г.Шевченка Черкаської обласної ради""",вищий навчальний заклад I-II рівнів акредитації,02125651,UA71080170010098381,7122510100,town,комунальнийвищийнавчальнийзакладкорсуньшевченквськийпедагогчнийколеджментгшевченкачеркаськаобласно,2018
"Комунальний навчальний заклад фахової передвищої освіти ""Корсунь-Шевченківський педагогічний фаховий коледж ім. Т.Г.Шевченка Черкаської обласної ради""",заклад вищої освіти,02125651,UA71080170010098381,7122510100,town,комунальнийнавчальнийзакладфаховапередвищаосвтикорсуньшевченквськийпедагогчнийколеджментгшевченкачеркаськаобласно,2023
"Комунальний вищий навчальний заклад ""Корсунь-Шевченківський педагогічний коледж ім. Т.Г.Шевченка Черкаської обласної ради""",заклад вищої освіти,02125651,UA71080170010098381,7122510100,town,комунальнийвищийнавчальнийзакладкорсуньшевченквськийпедагогчнийколеджментгшевченкачеркаськаобласно,"2019, 2020"
Коледж Чернівецького національного університету ім. Ю. Федьковича,вищий навчальний заклад I-II рівнів акредитації,02125680,UA73060610010033137,7310100000,town,коледжчернвецькогонацональногоунверситетуменюфедькович,2018
Педагогічний фаховий коледж Чернівецького національного університету ім. Ю. Федьковича,заклад фахової передвищої освіти,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,"2021, 2022, 2023, 2024, 2025"
Педагогічний коледж Чернівецького національного університету ім. Ю. Федьковича,вищий навчальний заклад I-II рівнів акредитації,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,2018
Педагогічний коледж Чернівецького національного університету ім. Ю. Федьковича,заклад вищої освіти,02125680,UA73060610010033137,7310100000,town,педагогчнийколеджчернвецькогонацональногоунверситетуменюфедькович,"2019, 2020"
Володимир-Волинський педагогічний фаховий коледж ім. А. Ю. Кримського Волинської обласної ради,заклад фахової передвищої освіти,02125941,UA07020010010041660,0710200000,town,володимирволинськийпедагогчнийколеджменаюкримськоговолинськаобласно,"2021, 2022"
Володимир-Волинський педагогічний фаховий коледж ім. А.Ю. Кримського Волинської обласної ради,заклад фахової передвищої освіти,02125941,UA07020010010041660,0710200000,town,володимирволинськийпедагогчнийколеджменаюкримськоговолинськаобласно,2023
"Вищий комунальний навчальний заклад ""Володимир-Волинський педагогічний коледж ім. А. Ю. Кримського""",заклад вищої освіти,02125941,UA07020010010041660,0710200000,town,вищийкомунальнийнавчальнийзакладволодимирволинськийпедагогчнийколеджменаюкримськог,"2019, 2020"
Володимирський педагогічний фаховий коледж імені Агатангела Кримського Волинської обласної ради,заклад фахової передвищої освіти,02125941,UA07020010010041660,0710200000,town,володимирськийпедагогчнийколеджменагатангелакримськоговолинськаобласно,"2024, 2025"
"Вищий комунальний навчальний заклад ""Володимир-Волинський педагогічний коледж ім. А. Ю. Кримського""",вищий навчальний заклад I-II рівнів акредитації,02125941,UA07020010010041660,0710200000,town,вищийкомунальнийнавчальнийзакладволодимирволинськийпедагогчнийколеджменаюкримськог,2018
Комунальний заклад вищої освіти «Луцький педагогічний коледж» Волинської обласної ради,заклад вищої освіти,02126107,UA07080170010083384,0710100000,town,вищаосвтилуцькийпедагогчнийколеджволинськаобласно,"2023, 2025"
Комунальний заклад вищої освіти «Луцький педагогічний коледж» Волинської обласної ради,заклад фахової передвищої освіти,02126107,UA07080170010083384,0710100000,town,вищаосвтилуцькийпедагогчнийколеджволинськаобласно,2024
Луцький педагогічний коледж,вищий навчальний заклад I-II рівнів акредитації,02126107,UA07080170010083384,0710100000,town,луцькийпедагогчнийколед,2018
Луцький педагогічний коледж,заклад вищої освіти,02126107,UA07080170010083384,0710100000,town,луцькийпедагогчнийколед,"2019, 2020"
"Комунальний заклад вищої освіти ""Луцький педагогічний коледж"" Волинської обласної ради",заклад вищої освіти,02126107,UA07080170010083384,0710100000,town,вищаосвтилуцькийпедагогчнийколеджволинськаобласно,"2021, 2022"
Чаплинський професійний аграрний ліцей,професійний ліцей відповідного профілю,02127236,UA65060290010083205,6525455100,urban village,чаплинськийпрофесйнийаграрнийлце,"2018, 2019, 2020"
Чаплинський професійний аграрний ліцей,заклад професійної (професійно-технічної) освіти,02127236,UA65060290010083205,6525455100,urban village,чаплинськийпрофесйнийаграрнийлце,2021
"Державний навчальний заклад ""Вище професійне училище №7 м. Миколаїв""",вище професійне училище,02127271,UA48060150010393291,4810136600,city,вищепрофесйнеучилище7ммикола,"2018, 2019, 2020"
Відокремлений структурний підрозділ «Рівненський автотранспортний фаховий коледж Національного університету водного господарства та природокористування»,заклад фахової передвищої освіти,02128359,UA56060470010041018,5610100000,town,рвненськийавтотранспортнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,"2023, 2024, 2025"
Рівненський автотранспортний коледж Національного університету водного господарства та природокористування,заклад вищої освіти,02128359,UA56060470010041018,5610100000,town,рвненськийавтотранспортнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,"2019, 2020"
Рівненський автотранспортний коледж Національного університету водного господарства та природокористування,вищий навчальний заклад I-II рівнів акредитації,02128359,UA56060470010041018,5610100000,town,рвненськийавтотранспортнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,2018
"ВСП ""Рівненський автотранспортний фаховий коледж Національного університету водного господарства та природокористування""",заклад фахової передвищої освіти,02128359,UA56060470010041018,5610100000,town,рвненськийавтотранспортнийколеджнацональногоунверситетуводногогосподарстватаприродокористуван,"2021, 2022"
Харківський державний автотранспортний коледж,заклад фахової передвищої освіти,02128365,UA63120270010216514,6310136600,city,харквськийдержавнийавтотранспортнийколед,"2021, 2022"
Харківський автотранспортний фаховий коледж,заклад фахової передвищої освіти,02128365,UA63120270010216514,6310136600,city,харквськийавтотранспортнийколед,"2023, 2024, 2025"
Харківський державний автотранспортний коледж,вищий навчальний заклад I-II рівнів акредитації,02128365,UA63120270010216514,6310136600,city,харквськийдержавнийавтотранспортнийколед,2018
Харківський державний автотранспортний коледж,заклад вищої освіти,02128365,UA63120270010216514,6310136600,city,харквськийдержавнийавтотранспортнийколед,"2019, 2020"
Куп'янський автотранспортний фаховий коледж,заклад фахової передвищої освіти,02128371,UA63080090010026457,6310700000,town,купянськийавтотранспортнийколед,2025
Куп'янський автотранспортний коледж,заклад фахової передвищої освіти,02128371,UA63080090010026457,6310700000,town,купянськийавтотранспортнийколед,2021
Куп'янський автотранспортний коледж,заклад вищої освіти,02128371,UA63080090010026457,6310700000,town,купянськийавтотранспортнийколед,"2019, 2020"
Куп'янський автотранспортний коледж,вищий навчальний заклад I-II рівнів акредитації,02128371,UA63080090010026457,6310700000,town,купянськийавтотранспортнийколед,2018
Куп'янський автотранспортний фаховий коледж,заклад фахової передвищої освіти,02128371,UA63120270010948820,6310136300,city,купянськийавтотранспортнийколед,2023
Дніпровський педагогічний коледж Дніпровського національного університету імені Олеся Гончара,вищий навчальний заклад I-II рівнів акредитації,02128661,UA12020010010639502,1210137500,city,днпровськийпедагогчнийколеджднпровськогонацональногоунверситетуменолесягончар,2018
"Комунальний вищий навчальний заклад ""Жовтоводський педагогічний коледж"" Дніпропетровської обласної ради""",заклад вищої освіти,02132964,UA12040110010051141,1210700000,town,комунальнийвищийнавчальнийзакладжовтоводськийпедагогчнийколеджднпропетровськаобласно,"2019, 2020"
"Комунальний заклад ""Жовтоводський фаховий педагогічний коледж"" Дніпропетровської обласної ради",заклад фахової передвищої освіти,02132964,UA12040110010051141,1210700000,town,жовтоводськийпедагогчнийколеджднпропетровськаобласно,"2023, 2024, 2025"
"Комунальний вищий навчальний заклад ""Жовтоводський педагогічний коледж"" Дніпропетровської обласної ради""",вищий навчальний заклад I-II рівнів акредитації,02132964,UA12040110010051141,1210700000,town,комунальнийвищийнавчальнийзакладжовтоводськийпедагогчнийколеджднпропетровськаобласно,2018
"Комунальний заклад ""Жовтоводський фаховий педагогічний коледж"" Дніпропетровської обласної ради""",заклад фахової передвищої освіти,02132964,UA12040110010051141,1210700000,town,жовтоводськийпедагогчнийколеджднпропетровськаобласно,"2021, 2022"
"Васильківський навчально-виховний комплекс №1 ім.Коцюбинського ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Васильківського району Дніпропетровської області",навчально-виховний комплекс,02133320,UA12140030010030626,1220755100,urban village,васильквськийнавчальновиховнийкомплекс1менкоцюбинськогозагальноосвтнйнавчальнийзакладдошкльнийнавчальнийзакла,"2016, 2017"
Опорний ліцей №1 імені М.М. Коцюбинського Васильківської селищної ради Дніпропетровської області,ліцей,02133320,UA12140030010030626,1220755100,urban village,опорнийлцей1менммкоцюбинськоговасильквська,2022
Опорний ліцей №1 ім. М.М. Коцюбинського Васильківської селищної ради Дніпропетровської області,ліцей,02133320,UA12140030010030626,1220755100,urban village,опорнийлцей1менммкоцюбинськоговасильквська,"2023, 2024, 2025"
"Опорний заклад Васильківський навчально-виховний комплекс №1 імені М.М. Коцюбинського ""загальноосвітній навчальний заклад-дошкільний навчальний заклад"" Васильківського району Дніпропетровської області",навчально-виховний комплекс,02133320,UA12140030010030626,1220755100,urban village,опорнийзакладвасильквськийнавчальновиховнийкомплекс1менммкоцюбинськогозагальноосвтнйнавчальнийзакладдошкльнийнавчальнийзакла,"2018, 2019, 2020, 2021"
Комунальний заклад «Бахмутський педагогічний фаховий коледж»,заклад фахової передвищої освіти,02135827,UA14020010010059145,1410300000,town,бахмутськийпедагогчнийколед,"2021, 2022"
Комунальний заклад «Бахмутський педагогічний коледж»,заклад вищої освіти,02135827,UA14020010010059145,1410300000,town,бахмутськийпедагогчнийколед,"2019, 2020"
Комунальний заклад «Бахмутський педагогічний коледж»,вищий навчальний заклад I-II рівнів акредитації,02135827,UA14020010010059145,1410300000,town,бахмутськийпедагогчнийколед,2018
"Комунальний заклад ""Бахмутський педагогічний фаховий коледж""",заклад фахової передвищої освіти,02135827,UA12040110010051141,1210700000,town,бахмутськийпедагогчнийколед,"2023, 2024, 2025"
Комунальний заклад «Покровський педагогічний коледж»,вищий навчальний заклад I-II рівнів акредитації,02135833,UA14160210010099403,1413200000,town,покровськийпедагогчнийколед,2018
Комунальний заклад «Покровський педагогічний коледж»,заклад вищої освіти,02135833,UA14160210010099403,1413200000,town,покровськийпедагогчнийколед,"2019, 2020, 2021"
Комунальний заклад «Покровський педагогічний фаховий коледж»,заклад фахової передвищої освіти,02135833,UA14160210010099403,1413200000,town,покровськийпедагогчнийколед,2022
"Комунальний заклад ""Покровський педагогічний фаховий коледж""",заклад фахової передвищої освіти,02135833,UA53080370010339303,5310137000,city,покровськийпедагогчнийколед,"2023, 2024"
"Комунальний заклад ""Покровський педагогічний фаховий коледж""",заклад фахової передвищої освіти,02135833,UA12020010010512802,1210136900,city,покровськийпедагогчнийколед,2025
Бердичівський педагогічний фаховий коледж Житомирської обласної ради,заклад фахової передвищої освіти,02135862,UA18020030010047029,1810400000,town,бердичвськийпедагогчнийколеджжитомирськаобласно,"2023, 2024, 2025"
"Комунальний заклад ""Бердичівський педагогічний коледж"" Житомирської обласної ради",вищий навчальний заклад I-II рівнів акредитації,02135862,UA18020030010047029,1810400000,town,бердичвськийпедагогчнийколеджжитомирськаобласно,2018
Бердичівський педагогічний фаховий коледж Житомирської обласної ради,заклад вищої освіти,02135862,UA18020030010047029,1810400000,town,бердичвськийпедагогчнийколеджжитомирськаобласно,"2021, 2022"
"Комунальний заклад ""Бердичівський педагогічний коледж"" Житомирської обласної ради",заклад вищої освіти,02135862,UA18020030010047029,1810400000,town,бердичвськийпедагогчнийколеджжитомирськаобласно,"2019, 2020"
"Вищий комунальний навчальний заклад ""Коростишівський педагогічний коледж імені І.Я. Франка"" Житомирської обласної ради",вищий навчальний заклад I-II рівнів акредитації,02135879,UA18040250010085012,1822510100,town,вищийкомунальнийнавчальнийзакладкоростишвськийпедагогчнийколеджменяфранкажитомирськаобласно,2018
Коростишівський педагогічний фаховий коледж імені І.Я.Франка Житомирської обласної ради,заклад фахової передвищої освіти,02135879,UA18040250010085012,1822510100,town,коростишвськийпедагогчнийколеджменяфранкажитомирськаобласно,"2023, 2024, 2025"
"Вищий комунальний навчальний заклад ""Коростишівський педагогічний коледж імені І.Я. Франка"" Житомирської обласної ради",заклад вищої освіти,02135879,UA18040250010085012,1822510100,town,вищийкомунальнийнавчальнийзакладкоростишвськийпедагогчнийколеджменяфранкажитомирськаобласно,"2019, 2020"
Коростишівський педагогічний фаховий коледж імені І.Я. Франка Житомирської обласної ради,заклад фахової передвищої освіти,02135879,UA18040250010085012,1822510100,town,коростишвськийпедагогчнийколеджменяфранкажитомирськаобласно,"2021, 2022"
"Комунальний вищий навчальний заклад ""Запорізький педагогічний коледж"" Запорізької обласної ради",вищий навчальний заклад I-II рівнів акредитації,02136139,UA23060070010618511,2310137300,city,комунальнийвищийнавчальнийзакладзапорзькийпедагогчнийколеджзапорзькаобласно,2018
"Педагогічний фаховий коледж комунального закладу вищої освіти ""Хортицька національна навчально-реабілітаційна академія"" Запорізької обласної ради",заклад фахової передвищої освіти,02136139,UA23060070010618511,2310137300,city,педагогчнийколеджвищаосвтихортицьканацональнанавчальнореаблтацйнаакадемязапорзькаобласно,"2021, 2022, 2023"
"Педагогічний коледж комунального закладу вищої освіти ""Хортицька національна навчально-реабілітаційна академія"" Запорізької обласної ради",заклад вищої освіти,02136139,UA23060070010618511,2310137300,city,педагогчнийколеджвищаосвтихортицьканацональнанавчальнореаблтацйнаакадемязапорзькаобласно,"2019, 2020"
Івано-Франківська загальноосвітня школа І-ІІІ ступенів № 28 Івано-Франківської міської ради Івано-Франківської області,середня загальноосвітня школа,02136382,UA26040190010045761,2610100000,town,ванофранквськазагальноосвтняшкола3ступ28ванофранквська,"2017, 2018, 2019"
Івано-Франківська загальноосвітня школа І-ІІІ ступенів № 28 Івано-Франківської міської ради Івано-Франківської області,середня загальноосвітня школа-інтернат,02136382,UA26040190010045761,2610100000,town,ванофранквськазагальноосвтняшкола3ступ28ванофранквська,2016
Ліцей ім. В'ячеслава Чорновола Івано-Франківської міської ради,ліцей,02136382,UA26040190010045761,2610100000,town,лцейменвячеславачорноволаванофранквська,"2024, 2025"
Ліцей імені В'ячеслава Чорновола Івано-Франківської міської ради Івано-Франківської області,ліцей,02136382,UA26040190010045761,2610100000,town,лцейменвячеславачорноволаванофранквська,"2020, 2021, 2022, 2023"
"Дистанційна школа ""Нова генерація"" Київського університету імені Бориса Грінченка",середня загальноосвітня школа,02136554,UA80000000001078669,8039100000,city,дистанцйнашколановагенерацякивськогоунверситетуменборисагрнченк,2023
Комунальний заклад «Ліцей «Сокіл» Міської ради міста Кропивницького»,ліцей,02136560,UA35040210010286392,3510136300,city,лцейсоклмкропивницьког,"2020, 2021, 2022, 2023"
"КОМУНАЛЬНИЙ ЗАКЛАД ""ЛІЦЕЙ ""СОКІЛ"" КРОПИВНИЦЬКОЇ МІСЬКОЇ РАДИ""",ліцей,02136560,UA35040210010286392,3510136300,city,лцейсоклкропивницька,"2024, 2025"
"Комунальний заклад ""Навчально-виховне об’єднання ""Загальноосвітня школа-інтернат І-ІІІ ступенів, ліцей"" Сокіл"", центр позашкільного виховання"" Кіровоградської міської ради Кіровоградської області",навчально-виховний комплекс,02136560,UA35040210010286392,3510136300,city,навчальновиховнеобднанязагальноосвтняшколантернат3ступлцейсоклцентрпозашкльноговихованякровоградська,2017
"Комунальний заклад ""Навчально-виховне об’єднання ""Загальноосвітня школа-інтернат І-ІІІ ступенів, ліцей"" Сокіл"", центр позашкільного виховання"" Кіровоградської міської ради Кіровоградської області",навчально-виховне об'єднання,02136560,UA35040210010286392,3510136300,city,навчальновиховнеобднанязагальноосвтняшколантернат3ступлцейсоклцентрпозашкльноговихованякровоградська,"2018, 2019"
"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітня школа-інтернат І-ІІІ ступенів, ліцей ""Сокіл"", центр позашкільного виховання"" Кіровоградської міської ради Кіровоградської області",навчально-виховний комплекс,02136560,UA35040210010286392,3510136300,city,навчальновиховнеобднанязагальноосвтняшколантернат3ступлцейсоклцентрпозашкльноговихованякровоградська,2016
Олександрійський педагогічний фаховий коледж імені В.О.Сухомлинського,заклад фахової передвищої освіти,02136608,UA35080050010051027,3510300000,town,олександрйськийпедагогчнийколеджменвосухомлинськог,"2021, 2022"
ОЛЕКСАНДРІЙСЬКИЙ ПЕДАГОГІЧНИЙ ФАХОВИЙ КОЛЕДЖ ІМЕНІ В.О. СУХОМЛИНСЬКОГО,заклад фахової передвищої освіти,02136608,UA35080050010051027,3510300000,town,олександрйськийпедагогчнийколеджменвосухомлинськог,"2023, 2024, 2025"
"Комунальний вищий навчальний заклад ""Олександрійський педагогічний коледж імені В.О.Сухомлинського""",вищий навчальний заклад I-II рівнів акредитації,02136608,UA35080050010051027,3510300000,town,комунальнийвищийнавчальнийзакладолександрйськийпедагогчнийколеджменвосухомлинськог,2018
"Комунальний вищий навчальний заклад ""Олександрійський педагогічний коледж імені В.О.Сухомлинського""",заклад вищої освіти,02136608,UA35080050010051027,3510300000,town,комунальнийвищийнавчальнийзакладолександрйськийпедагогчнийколеджменвосухомлинськог,"2019, 2020"
"Комунальний заклад Львівської обласної ради ""Львівське училище фізичної культури"" (загальноосвітня школа-інтернат)",середня загальноосвітня школа-інтернат,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськеучилищефзичнакультур,"2016, 2017, 2018, 2019, 2020"
"Комунальний заклад Львівської обласної ради ""Львівський фаховий коледж спорту""",заклад фахової передвищої освіти,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськийколеджспорт,"2023, 2024, 2025"
"Комунальний заклад Львівської обласної ради ""Львівський фаховий коледж спорту"" (загальноосвітня школа-інтернат)",середня загальноосвітня школа,02136962,UA46060250010515336,4610136900,city,льввськаобласнальввськийколеджспорт,"2021, 2022, 2023"
"Комунальний заклад Львівської обласної ради ""Бродівський педагогічний коледж імені Маркіяна Шашкевича""",вищий навчальний заклад I-II рівнів акредитації,02136979,UA46040010010077682,4620310100,town,льввськаобласнабродвськийпедагогчнийколеджменмаркянашашкевич,2018
"Комунальний заклад Львівської обласної ради ""Бродівський педагогічний коледж імені Маркіяна Шашкевича""",заклад вищої освіти,02136979,UA46040010010077682,4620310100,town,льввськаобласнабродвськийпедагогчнийколеджменмаркянашашкевич,"2019, 2020"
"Комунальний заклад Львівської обласної ради ""Бродівський фаховий педагогічний коледж імені Маркіяна Шашкевича""",заклад вищої освіти,02136979,UA46040010010077682,4620310100,town,льввськаобласнабродвськийпедагогчнийколеджменмаркянашашкевич,2021
"Комунальний заклад Львівської обласної ради ""Бродівський фаховий педагогічний коледж імені Маркіяна Шашкевича""",заклад фахової передвищої освіти,02136979,UA46040010010077682,4620310100,town,льввськаобласнабродвськийпедагогчнийколеджменмаркянашашкевич,"2022, 2023, 2024, 2025"
