eoname,eotypename,eoedrpou,KATOTTG,KOATUU,category,id,years
Ленінська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,22066778,UA12060090010097136,1220384401,village,леннськазагальноосвтняшкола3ступен,2016
Миролюбівський заклад загальної середньої освіти I-III ступенів Лугинської селищної ради Лугинського району Житомирської області,середня загальноосвітня школа,22067298,UA18060110020045140,1822855105,urban village,миролюбвський3ступлугинська,"2021, 2022"
Миролюбівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22067298,UA18060110020045140,1822855105,urban village,миролюбвськазагальноосвтняшкола3ступен,"2017, 2018"
Жовтнева загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22067298,UA68020230120067747,6822487403,village,жовтневазагальноосвтняшкола3ступен,2016
Жовтнева загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22067298,UA18060110020045140,1822855105,urban village,жовтневазагальноосвтняшкола3ступен,2016
Миропільська гімназія,гімназія,22067795,UA18040310010057986,1821455600,urban village,миропльськагмназ,"2016, 2017"
Миропільська загальноосвітня школа I-IIIступенів №2,середня загальноосвітня школа,22067795,UA18040310010057986,1821455600,urban village,миропльськазагальноосвтняшкола3ступ2,"2016, 2017"
Комунальна установа Миропільської селищної ради Миропільська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22067795,UA18040310010057986,1821455600,urban village,миропльськамиропльськазагальноосвтняшкола3ступен,2019
Миропільська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22067795,UA18040310010057986,1821455600,urban village,миропльськазагальноосвтняшкола3ступен,2018
"Комунальна установа Миропільської селищної ради ""Миропільська загальноосвітня школа I-III ступенів""",середня загальноосвітня школа,22067795,UA18040310010057986,1821455600,urban village,миропльськамиропльськазагальноосвтняшкола3ступен,"2020, 2021, 2022"
Чуднівська загальноосвітня школа I-III ступенів №2,середня загальноосвітня школа,22067855,UA18040610010066897,1825810100,town,чуднвськазагальноосвтняшкола3ступ2,"2016, 2017, 2018, 2019, 2020"
Чуднівська загальноосвітня школа I-III ступенів №2 Чуднівської міської ради Житомирської області,середня загальноосвітня школа,22067855,UA18040610010066897,1825810100,town,чуднвськазагальноосвтняшкола3ступ2чуднвська,"2021, 2022"
Чуднівський ліцей №2 Чуднівської міської ради Житомирської області,середня загальноосвітня школа,22067855,UA18040610010066897,1825810100,town,чуднвськийлцей2чуднвська,2023
Чуднівська гімназія,середня загальноосвітня школа,22067855,UA18040610010066897,1825810100,town,чуднвськагмназ,2016
Червонівський заклад загальної середньої освіти І-ІІІ ступенів Чопської міської ради Ужгородського району Закарпатської області,середня загальноосвітня школа,22097260,UA21100270080091672,2124887801,village,червонвський3ступчопська,2024
Червонівська загальноосвітня школа І-III ступенів Ужгородської районної ради Закарпатської області,середня загальноосвітня школа,22097260,UA21100270080091672,2124887801,village,червонвськазагальноосвтняшкола3ступужгородська,"2016, 2017, 2018, 2019, 2020"
Червонівський заклад загальної середньої освіти І-III ступенів Чопської міської ради Ужгородського району Закарпатської області,ліцей,22097260,UA21100270080091672,2124887801,village,червонвський3ступчопська,"2022, 2023"
Червонівський заклад загальної середньої освіти І-III ступенів Чопської міської ради Ужгородського району Закарпатської області,середня загальноосвітня школа,22097260,UA21100270080091672,2124887801,village,червонвський3ступчопська,2021
Загальноосвітня школа І-ІІІ ступенів с. Червоне Гайворонського району,середня загальноосвітня школа,22097260,UA35020050170010814,3521188301,village,загальноосвтняшкола3ступсчервон,"2017, 2018"
Довжанський заклад загальної середньої освіти І-ІІІ ступенів Довжанської сільської ради,середня загальноосвітня школа,22100038,UA21120070010051888,2121983001,village,довжанський3ступдовжанська,"2022, 2023"
"Комунальний заклад загальної середньої освіти ""Довжанський ліцей"" Іршавської районної ради Закарпатської області",середня загальноосвітня школа,22100038,UA21120070010051888,2121983001,village,загальнасередньаосвтидовжанськийлцейршавська,"2020, 2021"
Довжанська загальноосвітня школа I-III ступенів Окнянського району,середня загальноосвітня школа,22100038,UA51120150160082202,5123181301,village,довжанськазагальноосвтняшкола3ступен,2018
Довжанська загальноосвітня школа І-ІІІ ступенів Іршавської районної ради Закарпатської області,середня загальноосвітня школа,22100038,UA21120070010051888,2121983001,village,довжанськазагальноосвтняшкола3ступршавська,"2016, 2017, 2018, 2019"
Довжанський ліцей імені Василя Німчука Довжанської сільської ради,ліцей,22100038,UA21120070010051888,2121983001,village,довжанськийлцейменвасилянмчукадовжанська,"2024, 2025"
"Довжанська загальноосвітня школа I-III ступенів Красноокнянського району
",середня загальноосвітня школа,22100038,UA51120150160082202,5123181301,village,довжанськазагальноосвтняшкола3ступен,2016
Дубрівський заклад загальної середньої освіти І-ІІІ ступенів Іршавської міської ради Закарпатської області,середня загальноосвітня школа,22100050,UA21120130060043005,2121982801,village,дубрвський3ступршавська,"2022, 2023, 2024, 2025"
Дубрівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22100050,UA18080110010075419,1820681801,village,дубрвськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021"
Дубрівська загальноосвітня школа І-ІІІ ступенів Іршавської районної ради Закарпатської області,середня загальноосвітня школа,22100050,UA21120130060043005,2121982801,village,дубрвськазагальноосвтняшкола3ступршавська,"2016, 2017, 2018, 2019, 2020, 2021"
Кам'янська загальноосвітня школа І-ІІІ ступенів Іршавської районної ради Закарпатської області,середня загальноосвітня школа,22100083,UA21020130010082249,2121984801,village,камянськазагальноосвтняшкола3ступршавська,"2016, 2017, 2018, 2019, 2020, 2021"
Філія №1 Кам'янського ліцею Кам'янської сільської ради Берегівського району Закарпатської області,середня загальноосвітня школа,22100083,UA21020130030051448,2121984802,village,фля1камянськоголцеюкамянська,2024
Кам'янський ліцей Кам'янської сільської ради Берегівського району Закарпатської області,середня загальноосвітня школа,22100083,UA21020130010082249,2121984801,village,камянськийлцейкамянська,"2023, 2024, 2025"
Кам'янський заклад загальної середньої освіти І-ІІІ ступенів Кам'янської сільської ради Берегівського району Закарпатської області,ліцей,22100083,UA21020130010082249,2121984801,village,камянський3ступкамянська,2022
"Комунальний вищий навчальний заклад ""Прикарпатський лісогосподарський коледж""",вищий навчальний заклад I-II рівнів акредитації,22178017,UA26060010010092713,2610200000,town,комунальнийвищийнавчальнийзакладприкарпатськийлсогосподарськийколед,2018
"Комунальний вищий навчальний заклад ""Прикарпатський лісогосподарський коледж""",заклад вищої освіти,22178017,UA26060010010092713,2610200000,town,комунальнийвищийнавчальнийзакладприкарпатськийлсогосподарськийколед,"2019, 2020"
Прикарпатський фаховий коледж лісового господарства та туризму,заклад фахової передвищої освіти,22178017,UA26060010010092713,2610200000,town,прикарпатськийколеджлсовогогосподарствататуризм,"2023, 2024, 2025"
Прикарпатський фаховий коледж лісовго господарства та туризму,заклад фахової передвищої освіти,22178017,UA26060010010092713,2610200000,town,прикарпатськийколеджлсовгогосподарствататуризм,"2021, 2022, 2023"
Березанська загальноосвітня школа І-ІІІ ступенів №1 Березанської міської ради Київської області,середня загальноосвітня школа,22203092,UA32060030010087257,3210400000,town,березанськазагальноосвтняшкола3ступ1березанська,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
Березанський ліцей №1 Березанської міської ради Київської області,ліцей,22203092,UA32060030010087257,3210400000,town,березанськийлцей1березанська,"2023, 2024, 2025"
Очно-заочні класи Березанської загальноосвітньої школи І-ІІІ ступенів №1,середня загальноосвітня школа,22203092,UA32060030010087257,3210400000,town,очнозаочнкласиберезанськазагальноосвтньашколи3ступ1,2016
Опорний навчальний заклад «Щасливський навчально-виховний комплекс «ліцей – загальноосвітня школа І-ІІІ ступенів – дитячий садок» Бориспільської районної ради Київської області,навчально-виховний комплекс,22203330,UA32040130010022833,3220888001,village,опорнийнавчальнийзакладщасливськийнавчальновиховнийкомплекслцейзагальноосвтняшкола3ступдитячийсадокбориспльська,"2018, 2019, 2020"
Щасливський ліцей Пристоличної сільської ради Бориспільського району Київської області,ліцей,22203330,UA32040130010022833,3220888001,village,щасливськийлцейпристолична,"2023, 2024"
"Опорний заклад освіти ""Щасливський академічний ліцей"" Пристоличної сільської ради Бориспільського району Київської області",ліцей,22203330,UA32040130010022833,3220888001,village,опорнийзакладосвтищасливськийакадемчнийлцейпристолична,2025
Опорний навчальний заклад «Щасливський навчально-виховний комплекс «ліцей – загальноосвітня школа І-ІІІ ступенів – дитячий садок» Пристоличної сільської ради,навчально-виховний комплекс,22203330,UA32040130010022833,3220888001,village,опорнийнавчальнийзакладщасливськийнавчальновиховнийкомплекслцейзагальноосвтняшкола3ступдитячийсадокпристолична,"2021, 2022"
"Пролісківська філія опорного навчального закладу ""Щасливський навчально-виховний комплекс ""ліцей-загальноосвітня школа І-ІІІ ступенів - дитячий садок"" Пристоличної сільської ради",середня загальноосвітня школа,22203330,UA32040130070086013,3220888003,village,пролсквськафляопорногонавчальногозакладущасливськийнавчальновиховнийкомплекслцейзагальноосвтняшкола3ступдитячийсадокпристолична,"2024, 2025"
"Щасливський навчально-виховний комплекс ""Ліцей-загальноосвітня школа І-ІІІ ступенів"" Бориспільської районної ради Київської області",навчально-виховний комплекс,22203330,UA32040130010022833,3220888001,village,щасливськийнавчальновиховнийкомплекслцейзагальноосвтняшкола3ступбориспльська,"2016, 2017"
"КОМУНАЛЬНИЙ ЗАКЛАД КИЇВСЬКОЇ ОБЛАСНОЇ РАДИ ""КИЇВСЬКИЙ ОБЛАСНИЙ СПОРТИВНИЙ ФАХОВИЙ КОЛЕДЖ""",заклад фахової передвищої освіти,22208066,UA32060050010081797,3210600000,town,кивськаобласнакивськийобласнийспортивнийколед,"2023, 2024, 2025"
"Комунальний вищий навчальний заклад Київської обласної ради ""Броварське вище училище фізичної культури""",середня загальноосвітня школа,22208066,UA32060050010081797,3210600000,town,комунальнийвищийнавчальнийзакладкивськаобласнаброварськевищеучилищефзичнакультур,"2016, 2017, 2018, 2019, 2020"
"Комунальний заклад Київської обласної ради ""Броварський спортивний фаховий коледж""",середня загальноосвітня школа,22208066,UA32060050010081797,3210600000,town,кивськаобласнаброварськийспортивнийколед,"2021, 2022, 2023"
"Полянський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Золочівської районної ради Львівської області",навчально-виховний комплекс,22330519,UA46040130150011401,4621885501,village,полянськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладзолочвська,"2018, 2019, 2020, 2021"
Полянський заклад загальної середньої освіти І-ІІІ ступенів Поморянської селищної ради Золочівського району Львівської області,навчально-виховний комплекс,22330519,UA46040130150011401,4621885501,village,полянський3ступпоморянська,"2024, 2025"
Полянська загальноосвітня школа І-ІІІ ступенів Золочівської районної ради Львівської області,середня загальноосвітня школа,22330519,UA46040130150011401,4621885501,village,полянськазагальноосвтняшкола3ступзолочвська,"2016, 2017"
Полянська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22330519,UA68040090360065352,6820910129,village,полянськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020, 2021, 2022"
Полянський заклад загальної середньої освіти І-ІІІ ступенів Поморянської селищної ради Золочівського району Львівської області,середня загальноосвітня школа,22330519,UA46040130150011401,4621885501,village,полянський3ступпоморянська,"2022, 2023"
Давидівська загальноосвітня школа ім. Т. Г. Шевченка І-ІІІ ступенів Пустомитівського району Львівської області,середня загальноосвітня школа,22373606,UA46060090010018310,4623682401,village,давидвськазагальноосвтняшколаментгшевченка3ступен,"2016, 2017"
Давидівський опорний заклад загальної середньої освіти І-ІІІ ступенів ім. Т. Г. Шевченка Давидівської сільської ради об'єднаної територіальної громади Пустомитівського району Львівської області,середня загальноосвітня школа,22373606,UA46060090010018310,4623682401,village,давидвськийопорний3ступментгшевченкадавидвськаобднанатериторальнагромад,"2019, 2020"
Давидівський опорний заклад загальної середньої освіти І-ІІІ ступенів ім. Т. Г. Шевченка Давидівської сільської ради Львівського району Львівської області,середня загальноосвітня школа,22373606,UA46060090010018310,4623682401,village,давидвськийопорний3ступментгшевченкадавидвська,2021
Давидівський ліцей ім. Т. Г. Шевченка Давидівської сільської ради Львівського району Львівської області,середня загальноосвітня школа,22373606,UA46060090010018310,4623682401,village,давидвськийлцейментгшевченкадавидвська,2022
Гончарівська філія Давидівського ліцею ім. Т. Г. Шевченка Давидівської сільської ради Львівського району Львівської області,початкова школа,22373606,UA46060090010018310,4623682401,village,гончарвськафлядавидвськоголцеюментгшевченкадавидвська,2025
Давидівська загальноосвітня школа І-ІІІ ступенів ім. Т. Г. Шевченка Давидівської сільської ради об'єднаної територіальної громади Пустомитівського району Львівської області,середня загальноосвітня школа,22373606,UA46060090010018310,4623682401,village,давидвськазагальноосвтняшкола3ступментгшевченкадавидвськаобднанатериторальнагромад,2018
Давидівський ліцей ім. Т. Г. Шевченка Давидівської сільської ради Львівського району Львівської області,ліцей,22373606,UA46060090010018310,4623682401,village,давидвськийлцейментгшевченкадавидвська,"2023, 2024, 2025"
"Ямпільський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів- дошкільний навчальний заклад"" Пустомитівського району Львівської області",навчально-виховний комплекс,22374095,UA46060270050018963,4623688601,village,ямпльськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла,2018
Заклад загальної середньої освіти І-ІІІ ступенів села Ямпіль Мурованської сільської ради територіальної громади Львівського району Львівської області,навчально-виховний комплекс,22374095,UA46060270050018963,4623688601,village,3ступсямпльмурованськатериторальнагромад,2022
Ямпільська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22374095,UA68060350010030995,6820355600,urban village,ямпльськазагальноосвтняшкола3ступен,"2016, 2017, 2018"
Ямпільська загальноосвітня школа І-ІІІ ступенів Пустомитівського району Львівської області,середня загальноосвітня школа,22374095,UA46060270050018963,4623688601,village,ямпльськазагальноосвтняшкола3ступен,2016
Ямпільський ліцей Мурованської сільської ради територіальної громади Львівського району Львівської області,ліцей,22374095,UA46060270050018963,4623688601,village,ямпльськийлцеймурованськатериторальнагромад,"2023, 2024, 2025"
"Ямпільський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів- дошкільний навчальний заклад""  Пустомитівського району Львівської області",навчально-виховний комплекс,22374095,UA46060270050018963,4623688601,village,ямпльськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакла,2017
"Ямпільський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів- дошкільний навчальний заклад"" Мурованської сільської ради об'єднаної територіальної громади Пустомитівського району Львівської області",навчально-виховний комплекс,22374095,UA46060270050018963,4623688601,village,ямпльськийнавчальновиховнийкомплексзагальноосвтнйнавчальнийзаклад3ступдошкльнийнавчальнийзакладмурованськаобднанатериторальнагромад,"2019, 2020, 2021"
"Опорний загальноосвітній навчальний заклад- ""Загальноосвітня середня школа І-ІІІ ступенів ім. о. Михайла Вербицького"" с. Стрілки Старосамбірського району Львівської області",середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,опорнийзагальноосвтнйнавчальнийзакладзагальноосвтнясередняшкола3ступменомихайлавербицькогосстрлк,"2018, 2019"
"Філія опорного закладу загальної середньої освіти І-ІІІ ступенів ім. о. Михайла Вербицького с. Стрілки Стрілківської сільської ради Самбірського району Львівської області - ""Пицаревський ЗЗСО І ст.""",середня загальноосвітня школа,22385928,UA46080170210027884,4625188701,village,фляопорногозакладузагальнасередньаосвти3ступменомихайлавербицькогосстрлкистрлквськапицаревськийсту,2025
Опорний заклад загальної середньої освіти І-ІІІ ступенів ім. о. Михайла Вербицького с. Стрілки Стрілківської сільської ради Самбірського району Львівської області,середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,опорний3ступменомихайлавербицькогосстрлкистрлквська,2022
Опорний заклад загальної середньої освіти І-ІІІ ступенів ім. о. Михайла Вербицького с.Стрілки Стрілківської сільської ради Самбірського району Львівської області,середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,опорний3ступменомихайлавербицькогосстрлкистрлквська,"2023, 2024, 2025"
Загальноосвітня середня школа І-ІІІ ступенів імені О. Михайла Вербицького с. Стрілки Старосамбірського району Львівської області,середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,загальноосвтнясередняшкола3ступменомихайлавербицькогосстрлк,2017
Загальноосвітня середня школа І-ІІІ ступенів с. Стрілки Старосамбірського району Львівської області,середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,загальноосвтнясередняшкола3ступсстрлк,2016
"Опорний загальноосвітній навчальний заклад - ""Загальноосвітня середня школа І-ІІІ ступенів ім. о. Михайла Вербицького"" с. Стрілки Старосамбірського району Львівської області""",середня загальноосвітня школа,22385928,UA46080170010037904,4625185701,village,опорнийзагальноосвтнйнавчальнийзакладзагальноосвтнясередняшкола3ступменомихайлавербицькогосстрлк,"2020, 2021"
Подорожненський ліцей Стрийської міської ради Стрийського району Львівської області,ліцей,22390438,UA46100230330042784,4625385601,village,подорожненськийлцейстрийська,"2023, 2024, 2025"
Подорожненська середня загальноосвітня школа І-ІІІ ступенів Жидачівського району Львівської області,середня загальноосвітня школа,22390438,UA46100070200065511,4621587804,village,подорожненськасереднязагальноосвтняшкола3ступен,2016
Подорожненська середня загальноосвітня школа І-ІІІ ступенів Стрийського району Львівської області,середня загальноосвітня школа,22390438,UA46100230330042784,4625385601,village,подорожненськасереднязагальноосвтняшкола3ступен,"2016, 2017, 2018"
Подорожненський опорний заклад загальної середньої освіти І-ІІІ ступенів,середня загальноосвітня школа,22390438,UA46100230330042784,4625385601,village,подорожненськийопорний3ступен,2022
Подорожненський опорний заклад загальної середньої освіти І-ІІІ ступенів Стрийського району Львівської області,середня загальноосвітня школа,22390438,UA46100230330042784,4625385601,village,подорожненськийопорний3ступен,"2019, 2020, 2021"
Турківська загальноосвітня школа І-ІІІ ступенів №1 Турківської районної ради Львівської області,середня загальноосвітня школа,22418065,UA46080190010014284,4625510100,town,турквськазагальноосвтняшкола3ступ1турквська,"2016, 2017, 2018, 2019, 2020"
Турківський заклад загальної середньої освіти І-ІІІ ступенів №1 Турківської міської ради Самбірського району Львівської області,середня загальноосвітня школа,22418065,UA46080190010014284,4625510100,town,турквський3ступ1турквська,"2021, 2022"
Турківська загальноосвітня школа І-ІІІ ступенів,середня загальноосвітня школа,22418065,UA26080210050046219,2623285806,village,турквськазагальноосвтняшкола3ступен,2016
ТУРКІВСЬКИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ I-III СТУПЕНІВ №1 ТУРКІВСЬКОЇ МІСЬКОЇ РАДИ САМБІРСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,середня загальноосвітня школа,22418065,UA46080190010014284,4625510100,town,турквський3ступ1турквська,"2023, 2024, 2025"
Миколаївське вище училище фізичної культури,вищий навчальний заклад I-II рівнів акредитації,22440981,UA48060150010139573,4810136300,city,миколавськевищеучилищефзичнакультур,2018
Миколаївське вище училище фізичної культури,заклад вищої освіти,22440981,UA48060150010139573,4810136300,city,миколавськевищеучилищефзичнакультур,"2019, 2020"
"Комунальний заклад фахової передвищої освіти ""Миколаївський фаховий коледж фізичної культури"" Миколаївської обласної ради",заклад фахової передвищої освіти,22440981,UA48060150010139573,4810136300,city,фаховапередвищаосвтимиколавськийколеджфзичнакультуримиколавськаобласно,"2023, 2024, 2025"
"Комунальний заклад фахової передвищої освіти "" Миколаївський фаховий коледж фізичної культури""",заклад фахової передвищої освіти,22440981,UA48060150010139573,4810136300,city,фаховапередвищаосвтимиколавськийколеджфзичнакультур,"2022, 2023"
"""Комунальний заклад фахової перевищої освіти "" Миколаївський фаховий коледж фізичної культури""",заклад фахової передвищої освіти,22440981,UA48060150010139573,4810136300,city,фаховаперевищаосвтимиколавськийколеджфзичнакультур,2021
"Опорний заклад ""Мартинівський ліцей"" Мартинівської сільської ради Полтавського району Полтавської області",ліцей,22545154,UA53080210010066625,5321685601,village,опорнийзакладмартинвськийлцеймартинвська,"2023, 2024, 2025"
"Опорний заклад ""Мартинівська загальноосвітня школа І-ІІІ ступенів Карлівської районної ради Полтавської області""",середня загальноосвітня школа,22545154,UA53080210010066625,5321685601,village,опорнийзакладмартинвськазагальноосвтняшкола3ступкарлвська,"2019, 2020, 2021"
"Опорний заклад ""Мартинівська загальноосвітня школа І-ІІІ ступенів"" Мартинівської сільської ради Полтавського району Полтавської області",середня загальноосвітня школа,22545154,UA53080210010066625,5321685601,village,опорнийзакладмартинвськазагальноосвтняшкола3ступмартинвська,2022
Халтурінська загальноосвітня школа І-ІІІ ступенів Карлівської районної ради Полтавської області,середня загальноосвітня школа,22545154,UA53080210010066625,5321685601,village,халтурнськазагальноосвтняшкола3ступкарлвська,2016
Мартинівська загальноосвітня школа I-III ступенів,середня загальноосвітня школа,22545154,UA18040430170098043,1825483001,village,мартинвськазагальноосвтняшкола3ступен,"2016, 2017, 2018, 2019, 2020"
Мартинівська загальноосвітня школа І-ІІІ ступенів Карлівської районної ради Полтавської області,середня загальноосвітня школа,22545154,UA53080210010066625,5321685601,village,мартинвськазагальноосвтняшкола3ступкарлвська,"2017, 2018"
Сарненський ліцей №4 Сарненської міської ради Сарненського району Рівненської області,ліцей,22558725,UA56080170010061049,5625410100,town,сарненськийлцей4сарненська,"2022, 2023, 2024, 2025"
Сарненський ліцей №4 Сарненської міської ради Сарненського району Рівненської області,середня загальноосвітня школа,22558725,UA56080170010061049,5625410100,town,сарненськийлцей4сарненська,2021
Сарненська загальноосвітня школа І-ІІІ ступенів №4 Сарненської районної ради Рівненської області,середня загальноосвітня школа,22558725,UA56080170010061049,5625410100,town,сарненськазагальноосвтняшкола3ступ4сарненська,"2016, 2017, 2018, 2019, 2020"
Сарненський ліцей № 4 Сарненської міської ради Сарненського району Рівненської області,ліцей,22558725,UA56080170010061049,5625410100,town,сарненськийлцей4сарненська,2023
"Заклад освіти ""Рафалівський Петропавлівський ліцей""",ліцей,22567925,UA56020150010083249,5620855400,urban village,закладосвтирафалвськийпетропавлвськийлце,2022
"""Рафалівська початкова школа"" закладу освіти ""Рафалівський Петропавлівський ліцей""",початкова школа,22567925,UA56020150010083249,5620855400,urban village,рафалвськапочатковашколазакладуосвтирафалвськийпетропавлвськийлце,"2024, 2025"
"заклад освіти ""Рафалівський Петропавлівський ліцей""",ліцей,22567925,UA56020150010083249,5620855400,urban village,закладосвтирафалвськийпетропавлвськийлце,"2023, 2024, 2025"
ліцей Боромлянської сільської ради,ліцей,22593495,UA59040010010031876,5925080801,village,лцейборомлянська,"2024, 2025"
Боромлянський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Тростянецької районної ради Сумської області,навчально-виховний комплекс,22593495,UA59040010010031876,5925080801,village,боромлянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладтростянецька,2016
Жигайлівська філія ліцею Боромлянської сільської ради,середня загальноосвітня школа,22593495,UA59040010060091312,5925080811,village,жигайлвськафлялцеюборомлянська,2023
Ліцей Боромлянської сільської ради,ліцей,22593495,UA59040010010031876,5925080801,village,лцейборомлянська,"2022, 2023"
Боромлянський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Боромлянської сільської ради Тростянецького району Сумської області,навчально-виховний комплекс,22593495,UA59040010010031876,5925080801,village,боромлянськийнавчальновиховнийкомплексзагальноосвтняшкола3ступдошкльнийнавчальнийзакладборомлянська,"2017, 2018, 2019, 2020, 2021"
Лебединська загальноосвітня школа I-III ступенів № 1 Лебединської міської ради Сумської області,середня загальноосвітня школа,22594129,UA59080110010031484,5910500000,town,лебединськазагальноосвтняшкола3ступ1лебединська,"2017, 2018, 2020, 2021"
Лебединська загальноосвітня школа I-III ступенів № 5 Лебединської міської ради Сумської області,середня загальноосвітня школа,22594129,UA59080110010031484,5910500000,town,лебединськазагальноосвтняшкола3ступ5лебединська,"2016, 2017, 2018, 2019, 2020, 2021"
Лебединська спеціалізована школа I-III ступенів № 7 Лебединської міської ради Сумської області,спеціалізована школа,22594129,UA59080110010031484,5910500000,town,лебединськаспецалзованашкола3ступ7лебединська,"2016, 2017, 2018, 2019, 2020, 2021"
БІРКІВСЬКА ФІЛІЯ НОВОВОДОЛАЗЬКОГО ЛІЦЕЮ №2 НОВОВОДОЛАЗЬКОЇ СЕЛИЩНОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ,гімназія,22684772,UA63120170020070860,6324255300,urban village,брквськафлянововодолазькоголцею2нововодолазька,2025
Нововодолазький ліцей №2 Нововодолазької селищної ради Харківської області,ліцей,22684772,UA63120170010054489,6324255100,urban village,нововодолазькийлцей2нововодолазька,"2019, 2020, 2021, 2022, 2023, 2024"
Мелихівський начально-виховний комплекс (загальноосвітня школа I-III ст.-дошкільний навчальний заклад) Нововодолазької районної ради Харківської області,навчально-виховний комплекс,22684772,UA63060110120060113,6324285508,village,мелихвськийначальновиховнийкомплекснововодолазька,"2016, 2017, 2018"
Нововодолазький навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад) Нововодолазької селищної ради,навчально-виховний комплекс,22684772,UA63120170010054489,6324255100,urban village,нововодолазькийнавчальновиховнийкомплекснововодолазька,2018
Нововодолазький навчально-виховний комплекс (загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад) Нововодолазької районної ради Харьківської області,навчально-виховний комплекс,22684772,UA63120170010054489,6324255100,urban village,нововодолазькийнавчальновиховнийкомплекснововодолазька,2017
